task_id,label,feat
11327,application_1758535431786_21515,"[219386, 71]"
11328,application_1758535431786_21508,"[3539159, 2559]"
11329,application_1758535431786_21510,"[1559856, 2396]"
11330,application_1758535431786_21518,"[328478, 74]"
11331,application_1758535431786_21516,"[1057277, 400]"
11332,application_1758535431786_21517,"[531654, 122]"
11333,application_1758535431786_21525,"[1080251, 383]"
11334,application_1758535431786_21529,"[352194, 80]"
11335,application_1758535431786_21528,"[373530, 84]"
11336,application_1758535431786_21530,"[360277, 81]"
11337,application_1758535431786_21523,"[1056994, 239]"
11338,application_1758535431786_21395,"[84226983, 82226]"
11339,application_1758535431786_21524,"[998961, 225]"
11340,application_1758535431786_21531,"[504891, 114]"
11341,application_1758535431786_21501,"[3100986, 700]"
11342,application_1758535431786_21527,"[5084305, 2116]"
11343,application_1758535431786_21541,"[153679, 34]"
11344,application_1758535431786_21519,"[3351124, 1172]"
11345,application_1758535431786_21535,"[432727, 101]"
11346,application_1758535431786_21543,"[257432, 60]"
11347,application_1758535431786_21521,"[1649338, 373]"
11348,application_1758535431786_21540,"[624541, 236]"
11349,application_1758535431786_21522,"[1718578, 388]"
11350,application_1758535431786_21551,"[265433, 58]"
11351,application_1758535431786_21539,"[648858, 115]"
11352,application_1758535431786_21544,"[743985, 101]"
11353,application_1758535431786_21538,"[502403, 115]"
11354,application_1758535431786_21558,"[582532, 388]"
11355,application_1758535431786_21411,"[68924154, 36111]"
11356,application_1758535431786_21534,"[965079, 218]"
11357,application_1758535431786_21542,"[4763367, 3668]"
11358,application_1758535431786_21557,"[452520, 103]"
11359,application_1758535431786_21546,"[1346225, 174]"
11360,application_1758535431786_21553,"[2626126, 1012]"
11361,application_1758535431786_21549,"[1310006, 497]"
11362,application_1758535431786_21556,"[1272006, 908]"
11363,application_1758535431786_21554,"[3041541, 2187]"
11364,application_1758535431786_21532,"[1118955, 254]"
11365,application_1758535431786_21548,"[1464795, 555]"
11366,application_1758535431786_21562,"[219814, 51]"
11367,application_1758535431786_21449,"[26068381, 18649]"
11368,application_1758535431786_21559,"[210509, 54]"
11369,application_1758535431786_21520,"[5307392, 2032]"
11370,application_1758535431786_21560,"[392764, 91]"
11371,application_1758535431786_21568,"[214208, 49]"
11372,application_1758535431786_21563,"[112346, 54]"
11373,application_1758535431786_21565,"[382966, 142]"
11374,application_1758535431786_21533,"[1411827, 319]"
11375,application_1758535431786_21564,"[450185, 102]"
11376,application_1758535431786_21550,"[2122203, 806]"
11377,application_1758535431786_21552,"[5112556, 9153]"
11378,application_1758535431786_21526,"[11239489, 4317]"
11379,application_1758535431786_21555,"[13529666, 4064]"
11380,application_1758535431786_21575,"[190590, 68]"
11381,application_1758535431786_21569,"[376741, 88]"
11382,application_1758535431786_21570,"[2285753, 841]"
11383,application_1758535431786_21536,"[3482242, 1215]"
11384,application_1758535431786_21561,"[1054192, 418]"
11385,application_1758535431786_21576,"[294059, 66]"
11386,application_1758535431786_21567,"[1034014, 232]"
11387,application_1758535431786_21582,"[362100, 135]"
11388,application_1758535431786_21580,"[4020893, 1437]"
11389,application_1758535431786_21566,"[10445298, 5447]"
11390,application_1758535431786_21572,"[6669954, 2800]"
11391,application_1758535431786_21577,"[913652, 207]"
11392,application_1758535431786_21579,"[1780215, 2887]"
11393,application_1758535431786_21578,"[1366737, 791]"
11394,application_1758535431786_21573,"[3062905, 1089]"
11395,application_1758535431786_21585,"[185305, 43]"
11396,application_1758535431786_21589,"[136500, 30]"
11397,application_1758535431786_21584,"[917811, 366]"
11398,application_1758535431786_21571,"[3531955, 1347]"
11399,application_1758535431786_21581,"[5332315, 1799]"
11400,application_1758535431786_21547,"[92963801, 19792]"
11401,application_1758535431786_21583,"[1150370, 447]"
11402,application_1758535431786_21574,"[24321087, 12890]"
11403,application_1758535431786_21591,"[314903, 180]"
11404,application_1758535431786_21381,"[28943747, 10166]"
11405,application_1758535431786_21586,"[53881577, 18703]"
11406,application_1758535431786_21596,"[215673, 48]"
11407,application_1758535431786_21587,"[4561767, 3234]"
11408,application_1758535431786_21602,"[120283, 28]"
11409,application_1758535431786_21610,"[112829, 26]"
11410,application_1758535431786_21609,"[144558, 34]"
11411,application_1758535431786_21599,"[173100, 41]"
11412,application_1758535431786_21588,"[3022810, 1054]"
11413,application_1758535431786_21594,"[1168420, 441]"
11414,application_1758535431786_21606,"[257283, 58]"
11415,application_1758535431786_21601,"[510658, 116]"
11416,application_1758535431786_21611,"[428435, 96]"
11417,application_1758535431786_21612,"[11899595, 5227]"
11418,application_1758535431786_21613,"[165043, 97]"
11419,application_1758535431786_21614,"[182913, 43]"
11420,application_1758535431786_21590,"[4379584, 3030]"
11421,application_1758535431786_21600,"[534426, 123]"
11422,application_1758535431786_21593,"[1050818, 239]"
11423,application_1758535431786_21621,"[195430, 43]"
11424,application_1758535431786_21620,"[166567, 39]"
11425,application_1758535431786_21603,"[708942, 160]"
11426,application_1758535431786_21618,"[227400, 51]"
11427,application_1758535431786_21617,"[202899, 48]"
11428,application_1758535431786_21595,"[1008620, 229]"
11429,application_1758535431786_21622,"[553821, 209]"
11430,application_1758535431786_21592,"[1372998, 541]"
11431,application_1758535431786_21629,"[201003, 45]"
11432,application_1758535431786_21630,"[107400, 24]"
11433,application_1758535431786_21616,"[3316973, 1186]"
11434,application_1758535431786_21615,"[3391850, 1244]"
11435,application_1758535431786_21623,"[1439637, 510]"
11436,application_1758535431786_21545,"[22364209, 16874]"
11437,application_1758535431786_21626,"[531023, 123]"
11438,application_1758535431786_21628,"[1174356, 444]"
11439,application_1758535431786_21312,"[33029941, 7444]"
11440,application_1758535431786_21625,"[2058831, 726]"
11441,application_1758535431786_21624,"[1981205, 692]"
11442,application_1758535431786_21627,"[8050559, 3058]"
11443,application_1758535431786_21635,"[212458, 47]"
11444,application_1758535431786_21607,"[2161777, 489]"
11445,application_1758535431786_21639,"[309368, 69]"
11446,application_1758535431786_21636,"[877628, 331]"
11447,application_1758535431786_21638,"[386453, 87]"
11448,application_1758535431786_21644,"[272212, 87]"
11449,application_1758535431786_21634,"[821599, 186]"
11450,application_1758535431786_21632,"[825999, 187]"
11451,application_1758535431786_21633,"[826743, 186]"
11452,application_1758535431786_21631,"[492717, 120]"
11453,application_1758535431786_21317,"[27106886, 16837]"
11454,application_1758535431786_21641,"[1316661, 455]"
11455,application_1758535431786_21640,"[1173314, 265]"
11456,application_1758535431786_21647,"[504336, 169]"
11457,application_1758535431786_21649,"[173376, 103]"
11458,application_1758535431786_21643,"[987319, 223]"
11459,application_1758535431786_21650,"[282121, 63]"
11460,application_1758535431786_21642,"[1007411, 228]"
11461,application_1758535431786_21652,"[87593, 42]"
11462,application_1758535431786_21655,"[125335, 29]"
11463,application_1758535431786_21658,"[136498, 33]"
11464,application_1758535431786_21651,"[1025102, 224]"
11465,application_1758535431786_21661,"[319200, 72]"
11466,application_1758535431786_21648,"[944562, 212]"
11467,application_1758535431786_21660,"[706282, 266]"
11468,application_1758535431786_21646,"[2074334, 1364]"
11469,application_1758535431786_21657,"[1901627, 1352]"
11470,application_1758535431786_21654,"[563053, 128]"
11471,application_1758535431786_21653,"[727991, 164]"
11472,application_1758535431786_21662,"[937756, 355]"
11473,application_1758535431786_21663,"[369603, 82]"
11474,application_1758535431786_21664,"[316325, 72]"
11475,application_1758535431786_21656,"[2314614, 1597]"
11476,application_1758535431786_21435,"[15387318, 3467]"
11477,application_1758535431786_21659,"[1960502, 1291]"
11478,application_1758535431786_21667,"[354479, 81]"
11479,application_1758535431786_21666,"[431546, 150]"
11480,application_1758535431786_21672,"[290391, 68]"
11481,application_1758535431786_21668,"[385743, 92]"
11482,application_1758535431786_21669,"[511994, 115]"
11483,application_1758535431786_21670,"[913540, 344]"
11484,application_1758535431786_21537,"[18085998, 6353]"
11485,application_1758535431786_21671,"[1317364, 500]"
11486,application_1758535431786_21676,"[285083, 63]"
11487,application_1758535431786_21678,"[401071, 144]"
11488,application_1758535431786_21677,"[454412, 103]"
11489,application_1758535431786_21674,"[605732, 136]"
11490,application_1758535431786_21673,"[1736920, 1242]"
11491,application_1758535431786_21675,"[628542, 142]"
11492,application_1758535431786_21665,"[6383085, 4535]"
11493,application_1758535431786_21598,"[6007480, 1354]"
11494,application_1758535431786_21681,"[359018, 80]"
11495,application_1758535431786_21682,"[368584, 139]"
11496,application_1758535431786_21679,"[1041753, 236]"
11497,application_1758535431786_21680,"[782830, 179]"
11498,application_1758535431786_21683,"[329188, 75]"
11499,application_1758535431786_21684,"[345139, 80]"
11500,application_1758535431786_21619,"[6245578, 1407]"
11501,application_1758535431786_21597,"[7259506, 1636]"
11502,application_1758535431786_21687,"[1621657, 1164]"
11503,application_1758535431786_20855,"[209207413, 42764]"
11504,application_1758535431786_21690,"[913211, 206]"
11505,application_1758535431786_21689,"[1128972, 255]"
11506,application_1758535431786_21694,"[194353, 71]"
11507,application_1758535431786_21692,"[347305, 80]"
11508,application_1758535431786_21715,"[299474, 68]"
11509,application_1758535431786_21708,"[760116, 188]"
11510,application_1758535431786_21688,"[743888, 362]"
11511,application_1758535431786_21693,"[661876, 119]"
11512,application_1758535431786_21691,"[1003028, 226]"
11513,application_1758535431786_21717,"[393738, 89]"
11514,application_1758535431786_21718,"[230538, 137]"
11515,application_1758535431786_21699,"[665855, 151]"
11516,application_1758535431786_21719,"[323146, 73]"
11517,application_1758535431786_21716,"[514813, 121]"
11518,application_1758535431786_21714,"[1393459, 528]"
11519,application_1758535431786_21721,"[106792, 51]"
11520,application_1758535431786_21720,"[319624, 73]"
11521,application_1758535431786_21706,"[2828880, 3848]"
11522,application_1758535431786_21685,"[15019447, 11014]"
11523,application_1758535431786_21698,"[1294050, 292]"
11524,application_1758535431786_21722,"[354758, 81]"
11525,application_1758535431786_21700,"[6982176, 2876]"
11526,application_1758535431786_21712,"[2712409, 1774]"
11527,application_1758535431786_21696,"[7076940, 5136]"
11528,application_1758535431786_21605,"[9539166, 2151]"
11529,application_1758535431786_21724,"[313652, 111]"
11530,application_1758535431786_21707,"[12579629, 4269]"
11531,application_1758535431786_21695,"[2134203, 481]"
11532,application_1758535431786_21723,"[10459793, 8899]"
11533,application_1758535431786_21729,"[219271, 50]"
11534,application_1758535431786_21726,"[403192, 93]"
11535,application_1758535431786_21709,"[3687753, 1406]"
11536,application_1758535431786_21727,"[6443626, 3384]"
11537,application_1758535431786_21711,"[26843358, 21714]"
11538,application_1758535431786_21702,"[3152092, 711]"
11539,application_1758535431786_21704,"[3360270, 758]"
11540,application_1758535431786_21604,"[40329210, 14871]"
11541,application_1758535431786_21737,"[2976340, 2287]"
11542,application_1758535431786_21730,"[2011721, 454]"
11543,application_1758535431786_21735,"[32777504, 18366]"
11544,application_1758535431786_21725,"[4407355, 1679]"
11545,application_1758535431786_21713,"[4290118, 969]"
11546,application_1758535431786_21728,"[4940250, 3257]"
11547,application_1758535431786_21734,"[3575017, 1362]"
11548,application_1758535431786_21701,"[4591352, 1722]"
11549,application_1758535431786_21732,"[2512019, 567]"
11550,application_1758535431786_21739,"[14179366, 9599]"
11551,application_1758535431786_21710,"[4941207, 1115]"
11552,application_1758535431786_21741,"[4845394, 4005]"
11553,application_1758535431786_21743,"[554805, 125]"
11554,application_1758535431786_21744,"[75253, 35]"
11555,application_1758535431786_21686,"[7156232, 1614]"
11556,application_1758535431786_21738,"[1658763, 375]"
11557,application_1758535431786_21740,"[1129394, 255]"
11558,application_1758535431786_21746,"[68052, 32]"
11559,application_1758535431786_21745,"[388864, 143]"
11560,application_1758535431786_21748,"[1008994, 423]"
11561,application_1758535431786_21747,"[873995, 301]"
11562,application_1758535431786_21749,"[401590, 92]"
11563,application_1758535431786_21433,"[126857244, 78132]"
11564,application_1758535431786_21731,"[7636638, 971]"
11565,application_1758535431786_21752,"[70905, 34]"
11566,application_1758535431786_21750,"[203787, 47]"
11567,application_1758535431786_21751,"[71378, 34]"
11568,application_1758535431786_21499,"[176608927, 68645]"
11569,application_1758535431786_21637,"[45216098, 8829]"
11570,application_1758535431786_21697,"[7458397, 1681]"
11571,application_1758535431786_21754,"[531313, 119]"
11572,application_1758535431786_21756,"[252143, 57]"
11573,application_1758535431786_21753,"[926709, 210]"
11574,application_1758535431786_21755,"[471802, 106]"
11575,application_1758535431786_21733,"[10259766, 3918]"
11576,application_1758535431786_21758,"[319022, 73]"
11577,application_1758535431786_21757,"[839184, 316]"
11578,application_1758535431786_21760,"[222785, 133]"
11579,application_1758535431786_21762,"[335225, 75]"
11580,application_1758535431786_21761,"[374364, 85]"
11581,application_1758535431786_21764,"[280125, 63]"
11582,application_1758535431786_21759,"[889958, 199]"
11583,application_1758535431786_21765,"[524379, 120]"
11584,application_1758535431786_21767,"[412526, 92]"
11585,application_1758535431786_21768,"[510053, 116]"
11586,application_1758535431786_21771,"[292828, 69]"
11587,application_1758535431786_21775,"[287095, 68]"
11588,application_1758535431786_21782,"[386772, 89]"
11589,application_1758535431786_21779,"[404896, 94]"
11590,application_1758535431786_21742,"[17445292, 13936]"
11591,application_1758535431786_21786,"[854212, 294]"
11592,application_1758535431786_21785,"[412181, 96]"
11593,application_1758535431786_21790,"[470584, 108]"
11594,application_1758535431786_21791,"[444185, 101]"
11595,application_1758535431786_21703,"[17591332, 6718]"
11596,application_1758535431786_21787,"[624576, 147]"
11597,application_1758535431786_21793,"[500817, 113]"
11598,application_1758535431786_21788,"[989183, 324]"
11599,application_1758535431786_21773,"[1367207, 310]"
11600,application_1758535431786_21795,"[310910, 71]"
11601,application_1758535431786_21784,"[1881146, 715]"
11602,application_1758535431786_21770,"[1892204, 710]"
11603,application_1758535431786_21796,"[360025, 83]"
11604,application_1758535431786_21794,"[186420, 90]"
11605,application_1758535431786_21777,"[7219256, 6972]"
11606,application_1758535431786_21798,"[318729, 72]"
11607,application_1758535431786_21801,"[328591, 74]"
11608,application_1758535431786_20850,"[247890671, 50667]"
11609,application_1758535431786_21803,"[82163, 39]"
11610,application_1758535431786_21799,"[167585, 80]"
11611,application_1758535431786_21780,"[4479281, 1559]"
11612,application_1758535431786_21804,"[1032420, 644]"
11613,application_1758535431786_21802,"[447249, 103]"
11614,application_1758535431786_21800,"[1150660, 262]"
11615,application_1758535431786_21808,"[563929, 128]"
11616,application_1758535431786_21809,"[490284, 89]"
11617,application_1758535431786_21705,"[424227262, 184585]"
11618,application_1758535431786_21807,"[886156, 202]"
11619,application_1758535431786_21774,"[13344162, 9539]"
11620,application_1758535431786_21797,"[2211593, 501]"
11621,application_1758535431786_21766,"[49456435, 49907]"
11622,application_1758535431786_21810,"[64556, 30]"
11623,application_1758535431786_21772,"[14471151, 10325]"
11624,application_1758535431786_21812,"[536778, 124]"
11625,application_1758535431786_21778,"[77191968, 16570]"
11626,application_1758535431786_21813,"[572811, 131]"
11627,application_1758535431786_21805,"[2825345, 640]"
11628,application_1758535431786_21814,"[785516, 178]"
11629,application_1758535431786_21776,"[314869422, 135636]"
11630,application_1758535431786_21789,"[8893146, 6695]"
11631,application_1758535431786_21783,"[46712394, 36514]"
11632,application_1758535431786_21769,"[18591609, 5537]"
11633,application_1758535431786_21815,"[561148, 127]"
11634,application_1758535431786_21817,"[697188, 262]"
11635,application_1758535431786_21816,"[677664, 255]"
11636,application_1758535431786_21806,"[7215470, 2752]"
11637,application_1758535431786_21820,"[294903, 68]"
11638,application_1758535431786_21811,"[84156340, 18937]"
11639,application_1758535431786_21823,"[254547, 58]"
11640,application_1758535431786_21822,"[780183, 264]"
11641,application_1758535431786_21825,"[157276, 36]"
11642,application_1758535431786_21824,"[401173, 92]"
11643,application_1758535431786_21826,"[607890, 129]"
11644,application_1758535431786_21827,"[195817, 115]"
11645,application_1758535431786_21818,"[2517867, 1890]"
11646,application_1758535431786_21828,"[576185, 217]"
11647,application_1758535431786_21830,"[567412, 216]"
11648,application_1758535431786_21831,"[271105, 94]"
11649,application_1758535431786_21819,"[3281356, 739]"
11650,application_1758535431786_21327,"[434739491, 84909]"
11651,application_1758535431786_21763,"[24874493, 8737]"
11652,application_1758535431786_21736,"[324827745, 272044]"
11653,application_1758535431786_21821,"[33284097, 24215]"
11654,application_1758535431786_20858,"[288890584, 59048]"
11655,application_1758535431786_21833,"[2190424, 1443]"
11656,application_1758535431786_21781,"[29114284, 19306]"
11657,application_1758535431786_21839,"[342481, 224]"
11658,application_1758535431786_21844,"[291698, 67]"
11659,application_1758535431786_21842,"[871668, 561]"
11660,application_1758535431786_21834,"[728393, 164]"
11661,application_1758535431786_21837,"[848948, 148]"
11662,application_1758535431786_21847,"[240031, 142]"
11663,application_1758535431786_21845,"[9126728, 4064]"
11664,application_1758535431786_21841,"[903467, 205]"
11665,application_1758535431786_21848,"[323078, 73]"
11666,application_1758535431786_21852,"[4900666, 2583]"
11667,application_1758535431786_21835,"[3713781, 4976]"
11668,application_1758535431786_21853,"[140072, 67]"
11669,application_1758535431786_21843,"[3465352, 1028]"
11670,application_1758535431786_21851,"[1925774, 1319]"
11671,application_1758535431786_21849,"[1719912, 1131]"
11672,application_1758535431786_21855,"[200761, 45]"
11673,application_1758535431786_21850,"[19033089, 16294]"
11674,application_1758535431786_21840,"[1386380, 448]"
11675,application_1758535431786_21836,"[1385106, 448]"
11676,application_1758535431786_21856,"[7705116, 6566]"
11677,application_1758535431786_21857,"[3014509, 1071]"
11678,application_1758535431786_21862,"[61413, 29]"
11679,application_1758535431786_21861,"[381134, 87]"
11680,application_1758535431786_21854,"[2093750, 797]"
11681,application_1758535431786_21863,"[67757, 32]"
11682,application_1758535431786_21864,"[74144, 35]"
11683,application_1758535431786_21792,"[40074821, 14332]"
11684,application_1758535431786_21838,"[79873808, 94988]"
11685,application_1758535431786_21860,"[1098099, 247]"
11686,application_1758535431786_21865,"[214799, 50]"
11687,application_1758535431786_21866,"[2388744, 3411]"
11688,application_1758535431786_21867,"[4963065, 4091]"
11689,application_1758535431786_21871,"[126862, 61]"
11690,application_1758535431786_21872,"[169432, 60]"
11691,application_1758535431786_21868,"[531810, 121]"
11692,application_1758535431786_21876,"[4881714, 4029]"
11693,application_1758535431786_21878,"[189024, 98]"
11694,application_1758535431786_21869,"[5571720, 3998]"
11695,application_1758535431786_21877,"[89373, 42]"
11696,application_1758535431786_21832,"[13377136, 1869]"
11697,application_1758535431786_21874,"[748138, 979]"
11698,application_1758535431786_21880,"[105081, 59]"
11699,application_1758535431786_21879,"[10260270, 5719]"
11700,application_1758535431786_21873,"[4122493, 7359]"
11701,application_1758535431786_21881,"[453551, 102]"
11702,application_1758535431786_21875,"[2010543, 763]"
11703,application_1758535431786_21892,"[103943, 58]"
11704,application_1758535431786_21887,"[2212550, 1600]"
11705,application_1758535431786_21870,"[10103170, 7887]"
11706,application_1758535431786_21895,"[1037715, 218]"
11707,application_1758535431786_21894,"[11034837, 7445]"
11708,application_1758535431786_21884,"[6152595, 2334]"
11709,application_1758535431786_21891,"[5203457, 3967]"
11710,application_1758535431786_21897,"[2186281, 1540]"
11711,application_1758535431786_21859,"[14365330, 11460]"
11712,application_1758535431786_21883,"[7332799, 3079]"
11713,application_1758535431786_21889,"[6736510, 2556]"
11714,application_1758535431786_21888,"[3335524, 1222]"
11715,application_1758535431786_21899,"[116436, 66]"
11716,application_1758535431786_21902,"[75167, 36]"
11717,application_1758535431786_21901,"[313107, 60]"
11718,application_1758535431786_21903,"[1064592, 449]"
11719,application_1758535431786_21900,"[925708, 320]"
11720,application_1758535431786_21906,"[436752, 152]"
11721,application_1758535431786_21904,"[71034, 34]"
11722,application_1758535431786_21858,"[188132854, 132204]"
11723,application_1758535431786_21905,"[953518, 182]"
11724,application_1758535431786_21886,"[8043873, 3032]"
11725,application_1758535431786_21896,"[8286638, 6844]"
11726,application_1758535431786_21893,"[3811863, 2663]"
11727,application_1758535431786_21907,"[106361, 51]"
11728,application_1758535431786_21909,"[2616937, 3870]"
11729,application_1758535431786_21914,"[62275, 66]"
11730,application_1758535431786_21898,"[1149475, 260]"
11731,application_1758535431786_21910,"[68408, 33]"
11732,application_1758535431786_21908,"[1347258, 587]"
11733,application_1758535431786_21829,"[13627431, 3092]"
11734,application_1758535431786_21882,"[16331273, 12978]"
11735,application_1758535431786_21916,"[276843, 63]"
11736,application_1758535431786_21915,"[1376993, 961]"
11737,application_1758535431786_21926,"[65719, 31]"
11738,application_1758535431786_21923,"[73534, 35]"
11739,application_1758535431786_21922,"[928236, 401]"
11740,application_1758535431786_21924,"[74161, 35]"
11741,application_1758535431786_21925,"[77723, 37]"
11742,application_1758535431786_21911,"[3523813, 2540]"
11743,application_1758535431786_21928,"[1272651, 490]"
11744,application_1758535431786_21920,"[2773074, 1989]"
11745,application_1758535431786_21930,"[339602, 78]"
11746,application_1758535431786_21912,"[7020528, 2928]"
11747,application_1758535431786_21890,"[6800278, 5846]"
11748,application_1758535431786_21921,"[1717003, 652]"
11749,application_1758535431786_21919,"[36261824, 15520]"
11750,application_1758535431786_21927,"[11990556, 8201]"
11751,application_1758535431786_21934,"[61380, 29]"
11752,application_1758535431786_21929,"[8083668, 3699]"
11753,application_1758535431786_14117,"[4527655088, 942288]"
11754,application_1758535431786_21940,"[220163, 51]"
11755,application_1758535431786_21941,"[241653, 54]"
11756,application_1758535431786_21943,"[442504, 616]"
11757,application_1758535431786_21937,"[417442, 237]"
11758,application_1758535431786_21939,"[296541, 69]"
11759,application_1758535431786_21931,"[953632, 215]"
11760,application_1758535431786_21917,"[7896319, 5727]"
11761,application_1758535431786_21945,"[170793, 101]"
11762,application_1758535431786_21946,"[419357, 583]"
11763,application_1758535431786_21947,"[282604, 63]"
11764,application_1758535431786_21918,"[12456686, 5200]"
11765,application_1758535431786_21846,"[19695441, 13442]"
11766,application_1758535431786_21950,"[143381, 32]"
11767,application_1758535431786_21913,"[8157647, 1743]"
11768,application_1758535431786_21949,"[432588, 225]"
11769,application_1758535431786_21951,"[242836, 55]"
11770,application_1758535431786_21938,"[256839, 61]"
11771,application_1758535431786_21952,"[257718, 58]"
11772,application_1758535431786_21956,"[128956, 30]"
11773,application_1758535431786_21944,"[2718139, 947]"
11774,application_1758535431786_21933,"[3891254, 1483]"
11775,application_1758535431786_21961,"[170922, 55]"
11776,application_1758535431786_21948,"[1437994, 325]"
11777,application_1758535431786_21957,"[814422, 183]"
11778,application_1758535431786_21959,"[1341412, 2102]"
11779,application_1758535431786_21958,"[1319543, 2041]"
11780,application_1758535431786_21932,"[873010, 426]"
11781,application_1758535431786_21954,"[4799488, 3477]"
11782,application_1758535431786_21962,"[71327, 34]"
11783,application_1758535431786_21936,"[23612071, 35295]"
11784,application_1758535431786_21953,"[9135725, 3806]"
11785,application_1758535431786_21964,"[711774, 268]"
11786,application_1758535431786_21963,"[452579, 103]"
11787,application_1758535431786_21971,"[999390, 351]"
11788,application_1758535431786_21967,"[306747, 69]"
11789,application_1758535431786_21970,"[418627, 95]"
11790,application_1758535431786_21935,"[1060124, 516]"
11791,application_1758535431786_21960,"[3230491, 1132]"
11792,application_1758535431786_21978,"[370415, 84]"
11793,application_1758535431786_21966,"[2725703, 1471]"
11794,application_1758535431786_21973,"[4428053, 1835]"
11795,application_1758535431786_21979,"[483780, 111]"
11796,application_1758535431786_21977,"[1878634, 1325]"
11797,application_1758535431786_21968,"[1056149, 238]"
11798,application_1758535431786_21976,"[254686, 123]"
11799,application_1758535431786_21983,"[400862, 91]"
11800,application_1758535431786_21984,"[389581, 89]"
11801,application_1758535431786_21982,"[133633, 64]"
11802,application_1758535431786_21987,"[271389, 143]"
11803,application_1758535431786_21972,"[1350871, 306]"
11804,application_1758535431786_21986,"[752076, 285]"
11805,application_1758535431786_21990,"[428551, 98]"
11806,application_1758535431786_21988,"[986745, 710]"
11807,application_1758535431786_21993,"[342814, 77]"
11808,application_1758535431786_21981,"[990744, 225]"
11809,application_1758535431786_21997,"[113212, 27]"
11810,application_1758535431786_21991,"[292618, 67]"
11811,application_1758535431786_21999,"[220618, 79]"
11812,application_1758535431786_21996,"[280143, 62]"
11813,application_1758535431786_21974,"[1754838, 397]"
11814,application_1758535431786_21975,"[1803493, 407]"
11815,application_1758535431786_21998,"[297130, 69]"
11816,application_1758535431786_22001,"[401046, 72]"
11817,application_1758535431786_21994,"[491756, 110]"
11818,application_1758535431786_22010,"[144602, 33]"
11819,application_1758535431786_21985,"[19173981, 16248]"
11820,application_1758535431786_21980,"[1530168, 345]"
11821,application_1758535431786_22013,"[289965, 68]"
11822,application_1758535431786_21995,"[4135224, 3155]"
11823,application_1758535431786_21885,"[27549340, 19720]"
11824,application_1758535431786_21942,"[17363705, 9783]"
11825,application_1758535431786_22002,"[1070700, 405]"
11826,application_1758535431786_22006,"[1047467, 748]"
11827,application_1758535431786_22016,"[439067, 165]"
11828,application_1758535431786_22018,"[266811, 98]"
11829,application_1758535431786_21969,"[5227812, 2001]"
11830,application_1758535431786_22008,"[2894958, 2097]"
11831,application_1758535431786_22020,"[73154, 35]"
11832,application_1758535431786_21992,"[1147302, 261]"
11833,application_1758535431786_22012,"[1201990, 154]"
11834,application_1758535431786_22022,"[183122, 42]"
11835,application_1758535431786_22019,"[342795, 79]"
11836,application_1758535431786_21989,"[13736583, 11978]"
11837,application_1758535431786_22011,"[2880552, 1101]"
11838,application_1758535431786_22025,"[167355, 40]"
11839,application_1758535431786_22028,"[249065, 57]"
11840,application_1758535431786_22030,"[1439229, 803]"
11841,application_1758535431786_22003,"[2006507, 762]"
11842,application_1758535431786_22023,"[474954, 108]"
11843,application_1758535431786_21965,"[11733023, 4381]"
11844,application_1758535431786_22000,"[2762361, 964]"
11845,application_1758535431786_22017,"[958521, 377]"
11846,application_1758535431786_22015,"[1080744, 430]"
11847,application_1758535431786_22037,"[1645261, 616]"
11848,application_1758535431786_22007,"[5605616, 9947]"
11849,application_1758535431786_22031,"[505038, 115]"
11850,application_1758535431786_22014,"[14675265, 4397]"
11851,application_1758535431786_22021,"[1770007, 616]"
11852,application_1758535431786_22005,"[48112007, 10238]"
11853,application_1758535431786_22035,"[429497, 97]"
11854,application_1758535431786_22032,"[2116326, 778]"
11855,application_1758535431786_22036,"[4307978, 1538]"
11856,application_1758535431786_22009,"[2894070, 1102]"
11857,application_1758535431786_22027,"[6500444, 2726]"
11858,application_1758535431786_22038,"[833042, 328]"
11859,application_1758535431786_22033,"[3777931, 1258]"
11860,application_1758535431786_22040,"[943326, 211]"
11861,application_1758535431786_22042,"[654276, 147]"
11862,application_1758535431786_22046,"[1307764, 866]"
11863,application_1758535431786_22029,"[1868223, 1088]"
11864,application_1758535431786_22044,"[893393, 337]"
11865,application_1758535431786_22041,"[1875834, 3066]"
11866,application_1758535431786_22034,"[3145378, 1117]"
11867,application_1758535431786_22024,"[3467710, 1321]"
11868,application_1758535431786_22043,"[1021979, 232]"
11869,application_1758535431786_22045,"[961606, 217]"
11870,application_1758535431786_22039,"[23460008, 12479]"
11871,application_1758535431786_22051,"[494693, 185]"
11872,application_1758535431786_17183,"[2217058917, 736075]"
11873,application_1758535431786_22052,"[186309, 42]"
11874,application_1758535431786_22047,"[2434532, 850]"
11875,application_1758535431786_22049,"[928433, 366]"
11876,application_1758535431786_22048,"[4556323, 3233]"
11877,application_1758535431786_22056,"[122278, 29]"
11878,application_1758535431786_22059,"[108008, 26]"
11879,application_1758535431786_22055,"[168937, 39]"
11880,application_1758535431786_22062,"[112876, 27]"
11881,application_1758535431786_22054,"[386602, 87]"
11882,application_1758535431786_22057,"[237568, 54]"
11883,application_1758535431786_22026,"[27899120, 22692]"
11884,application_1758535431786_22064,"[210331, 49]"
11885,application_1758535431786_21955,"[122669824, 104177]"
11886,application_1758535431786_22053,"[874314, 198]"
11887,application_1758535431786_22063,"[392883, 89]"
11888,application_1758535431786_22060,"[458416, 105]"
11889,application_1758535431786_22068,"[230336, 52]"
11890,application_1758535431786_22066,"[203592, 120]"
